items.name,items.quantity,items.price,storeLocation,customer.gender,purchaseMethod,saleDate
,,,London,F,In store,2013-09-09T15:42:13.756Z
,,,Seattle,M,In store,2014-06-30T12:16:28.201Z
,,,London,F,In store,2016-10-12T23:02:38.685Z
,,,Seattle,M,In store,2016-06-30T00:18:44.693Z
,,,Austin,M,Online,2017-10-06T09:53:53.577Z
,,,San Diego,F,In store,2017-06-23T12:36:51.610Z
,,,San Diego,M,In store,2016-06-01T08:08:44.624Z
,,,San Diego,F,In store,2014-07-28T20:22:13.906Z
,,,Denver,F,Online,2016-02-18T02:33:51.835Z
,,,Denver,F,In store,2017-08-19T21:50:24.477Z
,,,San Diego,M,In store,2015-04-20T02:04:00.019Z
,,,San Diego,F,In store,2015-08-18T20:01:54.646Z
,,,Seattle,M,In store,2013-01-26T19:53:07.163Z
,,,San Diego,F,In store,2017-06-16T02:13:29.938Z
,,,San Diego,F,In store,2015-07-25T10:28:39.977Z
,,,London,M,Online,2013-03-30T03:21:23.649Z
,,,Denver,M,Phone,2017-01-12T01:51:33.741Z
,,,San Diego,F,Online,2013-11-25T05:09:04.172Z
,,,London,F,Phone,2016-05-19T09:06:33.189Z
,,,Seattle,M,In store,2015-01-22T14:00:49.955Z
,,,Seattle,M,Online,2017-10-04T15:29:02.640Z
,,,London,F,Phone,2014-05-17T14:54:13.554Z
,,,New York,F,Online,2016-05-09T02:45:36.467Z
,,,Denver,F,Online,2013-01-21T05:32:35.117Z
,,,Seattle,M,Online,2016-11-23T12:18:37.523Z
,,,Seattle,M,In store,2015-10-15T14:40:19.740Z
,,,New York,F,In store,2017-06-05T07:50:27.074Z
,,,London,F,Online,2016-03-04T15:01:06.243Z
,,,Denver,M,In store,2014-08-10T15:59:52.711Z
,,,Denver,F,Online,2014-03-29T12:30:44.416Z
,,,New York,F,In store,2014-12-30T08:18:26.219Z
,,,London,F,In store,2017-06-16T04:20:40.049Z
,,,New York,F,Online,2014-04-08T16:20:17.433Z
,,,Seattle,F,In store,2013-02-08T12:47:48.124Z
,,,Seattle,F,Online,2014-02-09T22:35:00.750Z
,,,Denver,F,In store,2013-06-25T18:40:23.709Z
,,,Denver,F,In store,2015-04-06T16:03:00.215Z
,,,Denver,F,Online,2015-09-04T14:11:20.812Z
,,,Denver,M,In store,2015-11-08T19:42:00.303Z
,,,New York,M,In store,2014-09-16T09:53:42.406Z
,,,Seattle,M,In store,2014-04-25T19:15:04.905Z
,,,Seattle,M,In store,2013-11-29T18:02:33.904Z
,,,New York,M,Online,2013-06-09T12:56:58.690Z
,,,London,F,Online,2015-03-26T14:58:51.970Z
,,,Denver,M,In store,2014-09-12T14:21:45.798Z
,,,London,M,Phone,2017-08-30T19:39:04.510Z
,,,Denver,M,Phone,2013-05-15T06:30:15.342Z
,,,Denver,F,Phone,2013-12-26T23:40:41.956Z
,,,Denver,F,In store,2015-09-03T17:42:36.508Z
,,,Seattle,F,In store,2013-06-29T02:07:33.578Z
,,,London,F,Phone,2016-06-26T18:44:54.001Z
,,,New York,M,In store,2013-09-13T15:03:42.172Z
,,,Denver,M,Online,2017-09-23T16:07:41.951Z
,,,Denver,M,In store,2013-01-24T08:55:16.383Z
,,,London,M,In store,2014-02-03T09:28:42.009Z
,,,San Diego,F,In store,2014-10-31T22:00:10.499Z
,,,San Diego,F,In store,2016-02-26T05:13:11.036Z
,,,San Diego,F,Online,2017-12-12T11:38:43.318Z
,,,Denver,F,In store,2014-06-27T17:03:29.874Z
,,,Denver,F,In store,2016-07-25T15:14:07.201Z
,,,Austin,M,In store,2017-06-13T07:41:03.363Z
,,,Austin,F,In store,2017-10-17T02:48:44.523Z
,,,Denver,M,In store,2014-11-22T17:03:08.897Z
,,,Seattle,F,In store,2017-04-09T21:58:14.164Z
,,,New York,M,Phone,2014-02-18T05:35:00.286Z
,,,London,M,In store,2013-03-31T02:47:44.191Z
,,,Seattle,F,In store,2015-12-04T15:52:03.093Z
,,,London,M,Online,2017-09-28T09:36:12.338Z
,,,Denver,M,Phone,2016-09-08T19:32:14.551Z
,,,London,F,In store,2015-05-21T17:09:13.396Z
,,,Denver,M,In store,2014-01-29T02:02:03.245Z
,,,Austin,M,Online,2016-06-02T01:06:35.930Z
,,,Seattle,M,In store,2015-05-05T22:21:34.772Z
,,,San Diego,F,Online,2014-07-06T17:45:08.070Z
,,,Austin,F,In store,2016-11-13T13:33:51.037Z
,,,New York,F,Online,2015-07-07T14:33:02.824Z
,,,London,M,In store,2015-07-27T17:17:50.863Z
,,,Denver,F,In store,2016-03-04T14:24:50.850Z
,,,Seattle,F,In store,2017-10-28T12:29:09.215Z
,,,Seattle,F,Online,2014-07-06T08:03:23.411Z
,,,New York,F,In store,2015-07-05T16:02:38.119Z
,,,New York,F,In store,2016-11-24T16:38:32.202Z
,,,Seattle,M,Phone,2017-12-14T02:19:21.767Z
,,,Denver,F,Online,2014-05-18T07:13:31.204Z
,,,Denver,M,In store,2014-10-27T09:40:52.701Z
,,,San Diego,F,In store,2016-10-11T18:24:39.579Z
,,,New York,F,Online,2013-12-13T04:40:38.287Z
,,,Denver,F,Online,2013-10-30T10:36:09.600Z
,,,Denver,M,Online,2016-11-04T18:25:43.026Z
,,,Denver,F,Online,2015-12-30T10:06:40.124Z
,,,Denver,F,In store,2013-03-09T08:16:14.265Z
,,,Denver,F,Online,2013-04-11T00:16:49.213Z
,,,Seattle,M,In store,2015-10-19T05:09:11.970Z
,,,Denver,M,Online,2017-11-15T06:32:56.745Z
,,,London,F,Online,2014-01-27T18:30:04.920Z
,,,Denver,M,In store,2013-03-26T22:19:10.503Z
,,,New York,M,In store,2016-07-26T18:13:08.551Z
,,,Seattle,F,In store,2017-04-30T14:31:52.240Z
,,,Denver,F,Phone,2015-03-04T22:54:10.068Z
,,,London,F,In store,2017-10-31T06:42:03.057Z
,,,Seattle,M,Online,2013-12-30T16:48:30.806Z
,,,Denver,M,In store,2016-06-02T13:31:14.355Z
,,,London,M,In store,2017-09-04T14:43:15.433Z
,,,New York,F,In store,2017-12-27T15:47:00.599Z
,,,San Diego,M,Online,2013-02-26T00:25:24.937Z
,,,Seattle,F,Online,2013-04-16T02:10:09.069Z
,,,Denver,F,In store,2017-07-13T08:17:09.199Z
,,,San Diego,F,In store,2017-12-25T21:52:41.235Z
,,,Seattle,F,In store,2015-02-07T00:59:34.336Z
,,,Denver,F,In store,2016-10-13T05:57:27.250Z
,,,New York,F,Online,2013-08-13T07:04:12.307Z
,,,Seattle,M,Phone,2016-08-12T17:02:11.603Z
,,,Seattle,F,In store,2017-10-02T19:33:36.857Z
,,,London,F,In store,2014-07-15T03:20:52.076Z
,,,Seattle,F,In store,2014-12-06T15:29:55.451Z
,,,London,F,In store,2013-01-06T21:07:19.482Z
,,,Denver,M,Phone,2015-05-20T01:38:10.805Z
,,,London,F,In store,2017-10-18T00:17:17.039Z
,,,Denver,F,Online,2015-06-16T02:10:33.479Z
,,,London,F,Online,2015-05-12T15:47:14.689Z
,,,Denver,M,In store,2016-07-11T16:48:57.475Z
,,,Seattle,F,In store,2014-09-12T15:27:20.107Z
,,,Denver,M,In store,2014-02-27T11:19:59.574Z
,,,Seattle,F,In store,2013-02-05T09:29:38.975Z
,,,Denver,M,Online,2015-11-05T04:02:42.180Z
,,,Denver,F,Phone,2014-01-18T01:55:57.789Z
,,,Seattle,F,Phone,2013-08-29T07:27:02.718Z
,,,Seattle,M,In store,2015-11-26T18:13:43.672Z
,,,Austin,M,Phone,2014-04-28T20:01:29.633Z
,,,Austin,F,In store,2013-07-12T22:42:51.373Z
,,,Denver,M,In store,2014-02-26T13:05:17.694Z
,,,Seattle,F,Online,2016-07-27T01:21:18.186Z
,,,Denver,M,Online,2016-08-12T22:44:00.657Z
,,,London,M,In store,2015-05-18T14:22:50.351Z
,,,Austin,M,Online,2017-07-26T10:02:03.161Z
,,,Seattle,F,Online,2016-05-14T05:17:09.004Z
,,,Seattle,M,In store,2016-07-08T07:32:25.943Z
,,,New York,F,In store,2014-08-20T12:28:11.407Z
,,,New York,F,In store,2017-02-10T22:47:30.664Z
,,,Denver,F,Online,2015-02-13T22:12:31.581Z
,,,New York,F,In store,2016-04-26T10:36:18.145Z
,,,San Diego,M,Online,2015-12-04T11:31:43.586Z
,,,London,F,Online,2015-12-26T05:40:49.530Z
,,,Denver,F,In store,2016-12-24T13:53:09.844Z
,,,Austin,F,Phone,2016-06-29T13:43:25.579Z
,,,Austin,M,In store,2017-08-03T21:32:01.885Z
,,,New York,M,In store,2015-04-17T05:18:47.301Z
,,,Austin,F,In store,2013-04-07T15:30:38.308Z
,,,New York,M,Online,2015-01-02T16:14:27.382Z
,,,London,M,Online,2013-04-30T15:01:01.987Z
,,,Austin,M,Online,2014-10-11T08:09:13.958Z
,,,Seattle,M,In store,2014-03-03T12:12:41.735Z
,,,Denver,M,Online,2014-07-09T08:40:57.276Z
,,,Seattle,M,In store,2014-08-08T20:15:21.067Z
,,,Denver,M,Online,2013-05-06T14:21:51.730Z
,,,Austin,F,In store,2014-07-31T03:49:53.526Z
,,,London,M,Phone,2016-12-09T00:45:55.751Z
,,,London,M,In store,2014-11-28T18:46:13.629Z
,,,Austin,M,In store,2017-05-03T13:52:07.039Z
,,,Denver,F,In store,2016-07-05T06:51:33.427Z
,,,New York,F,Online,2014-03-31T17:58:16.535Z
,,,Seattle,M,In store,2013-06-22T12:40:24.414Z
,,,Denver,F,In store,2014-05-30T17:08:00.498Z
,,,Seattle,M,Phone,2016-04-17T07:19:59.394Z
,,,Denver,M,In store,2015-01-28T10:52:45.129Z
,,,New York,F,Online,2014-10-21T10:08:39.617Z
,,,Denver,F,Online,2016-10-28T02:46:07.587Z
,,,London,M,Phone,2015-01-25T23:13:41.604Z
,,,London,F,Online,2017-01-22T21:18:15.462Z
,,,New York,F,In store,2013-08-27T15:37:01.041Z
,,,New York,F,In store,2017-05-22T09:03:18.492Z
,,,New York,F,Phone,2016-10-24T03:17:57.866Z
,,,New York,F,Online,2013-08-15T06:29:40.838Z
,,,Seattle,F,Online,2016-03-20T10:05:25.396Z
,,,Seattle,M,In store,2016-05-17T06:46:46.631Z
,,,Seattle,M,In store,2015-10-03T07:15:16.494Z
,,,Denver,F,Online,2014-09-14T05:38:12.311Z
,,,New York,F,In store,2015-02-22T20:03:28.620Z
,,,Denver,M,Phone,2017-11-19T01:11:54.308Z
,,,Seattle,M,Online,2017-09-22T05:49:45.643Z
,,,Denver,M,In store,2013-02-16T18:10:30.075Z
,,,Denver,F,In store,2013-01-29T13:52:13.267Z
,,,Denver,F,In store,2015-02-10T08:01:43.448Z
,,,Denver,M,In store,2014-02-23T10:01:12.666Z
,,,London,F,In store,2013-05-05T04:34:48.924Z
,,,Austin,F,Online,2016-08-10T04:04:02.451Z
,,,Denver,F,Online,2017-05-03T23:18:20.777Z
,,,Denver,F,In store,2017-04-04T15:46:09.241Z
,,,Denver,F,In store,2017-05-02T19:18:52.829Z
,,,Austin,F,In store,2013-02-11T12:09:33.947Z
,,,New York,F,In store,2014-05-06T20:05:25.045Z
,,,Denver,M,In store,2014-06-07T23:44:37.574Z
,,,Denver,M,Online,2014-10-03T14:46:51.918Z
,,,Austin,F,Online,2017-02-20T11:43:06.517Z
,,,Denver,M,Phone,2016-12-05T14:34:00.484Z
,,,New York,M,In store,2017-09-16T14:19:44.676Z
,,,Seattle,M,In store,2016-09-19T19:09:21.956Z
,,,Denver,M,Online,2014-05-07T06:13:25.873Z
,,,Denver,M,In store,2015-09-21T02:12:27.245Z
,,,Denver,M,Phone,2013-08-27T02:34:34.583Z
,,,Denver,M,In store,2014-03-04T10:11:06.263Z
,,,London,M,Online,2015-08-27T22:47:28.085Z
,,,Seattle,F,Online,2014-04-17T16:29:39.844Z
,,,Denver,M,In store,2017-11-02T03:58:14.308Z
,,,Denver,F,Online,2014-03-10T20:32:00.853Z
,,,London,M,Phone,2017-05-18T15:36:39.850Z
,,,Denver,M,Phone,2014-06-29T05:45:15.574Z
,,,Denver,M,In store,2015-10-20T15:31:39.330Z
,,,Austin,F,Online,2017-12-29T18:41:49.488Z
,,,New York,M,In store,2013-04-07T14:06:45.503Z
,,,London,M,In store,2013-03-20T06:12:35.112Z
,,,London,M,In store,2017-07-12T16:36:21.935Z
,,,London,M,Phone,2014-11-16T15:08:47.621Z
,,,London,M,In store,2017-12-22T13:36:31.525Z
,,,Austin,M,In store,2017-05-01T06:11:29.859Z
,,,Seattle,F,In store,2015-01-30T16:43:46.725Z
,,,London,M,Online,2013-10-14T19:33:18.362Z
,,,San Diego,M,Phone,2014-08-15T14:37:42.409Z
,,,Seattle,F,In store,2015-05-01T10:48:26.411Z
,,,New York,M,In store,2013-06-24T23:20:07.423Z
,,,San Diego,M,In store,2016-04-23T12:54:46.776Z
,,,San Diego,F,Phone,2017-05-25T15:25:56.646Z
,,,Denver,F,Phone,2013-08-25T09:27:26.367Z
,,,Austin,F,Online,2014-11-01T11:07:30.380Z
,,,San Diego,F,Online,2014-03-11T04:23:07.114Z
,,,Seattle,F,In store,2014-07-12T13:44:13.162Z
,,,London,M,In store,2014-12-11T21:21:11.750Z
,,,New York,F,In store,2017-07-10T10:18:10.686Z
,,,Seattle,M,In store,2016-11-03T21:42:28.374Z
,,,San Diego,M,In store,2013-12-31T02:50:48.660Z
,,,Denver,F,Online,2015-06-11T20:05:23.163Z
,,,Seattle,F,In store,2013-06-05T17:23:11.700Z
,,,Seattle,F,In store,2016-05-25T10:02:29.894Z
,,,Denver,M,In store,2016-11-06T21:19:09.781Z
,,,Seattle,F,In store,2015-10-04T23:37:09.932Z
,,,Austin,M,In store,2014-06-07T21:04:37.075Z
,,,Denver,F,Online,2017-05-13T23:53:11.425Z
,,,Denver,M,In store,2013-11-19T10:38:13.092Z
,,,Austin,F,In store,2013-08-15T08:25:16.331Z
,,,Denver,M,In store,2013-05-18T02:18:32.898Z
,,,San Diego,F,In store,2016-09-28T10:15:55.074Z
,,,Seattle,F,In store,2016-03-04T12:45:52.727Z
,,,London,M,Phone,2013-08-26T14:44:30.351Z
,,,Austin,M,Online,2013-10-02T06:11:15.419Z
,,,New York,M,Online,2013-12-05T22:56:29.551Z
,,,Seattle,M,Phone,2013-09-19T11:56:56.909Z
,,,New York,F,In store,2013-10-15T18:16:25.711Z
,,,New York,F,Online,2013-08-23T23:19:25.498Z
,,,Denver,M,Online,2013-11-29T00:46:30.861Z
,,,Seattle,M,Online,2017-06-10T18:42:50.758Z
,,,Seattle,M,In store,2017-05-23T01:34:04.369Z
,,,Seattle,M,Online,2013-12-20T13:07:29.550Z
,,,Denver,M,In store,2017-04-13T21:29:05.363Z
,,,Austin,M,In store,2014-06-16T12:45:39.354Z
,,,Austin,M,Online,2015-07-30T15:08:35.650Z
,,,London,F,In store,2013-10-23T18:03:29.610Z
,,,Seattle,F,Online,2015-07-16T19:20:35.321Z
,,,Seattle,F,Online,2013-10-16T13:15:01.764Z
,,,Denver,M,In store,2014-11-21T06:55:15.118Z
,,,Seattle,M,In store,2013-07-31T17:09:57.179Z
,,,Denver,F,Online,2013-06-17T08:50:27.133Z
,,,Austin,M,In store,2015-01-05T21:09:22.525Z
,,,Denver,M,In store,2013-12-03T14:24:57.042Z
,,,Denver,M,Online,2013-12-24T07:46:48.161Z
,,,London,F,In store,2013-02-13T15:05:32.923Z
,,,Austin,M,In store,2015-02-21T18:30:42.708Z
,,,Denver,F,In store,2014-03-06T17:58:13.694Z
,,,New York,F,In store,2014-03-07T07:08:29.231Z
,,,London,F,In store,2015-02-25T12:50:19.072Z
,,,New York,M,In store,2016-07-03T04:46:56.521Z
,,,Denver,M,In store,2017-02-26T18:42:44.264Z
,,,San Diego,F,In store,2014-11-17T01:53:09.021Z
,,,London,M,Online,2015-12-06T07:03:58.921Z
,,,Denver,M,Online,2014-02-10T03:44:01.327Z
,,,San Diego,F,In store,2014-05-12T04:46:20.642Z
,,,Denver,M,Phone,2013-10-02T16:02:49.970Z
,,,Denver,M,Online,2015-09-09T07:13:33.927Z
,,,Seattle,M,In store,2017-12-31T10:36:51.787Z
,,,Denver,M,In store,2016-11-15T16:16:00.732Z
,,,Austin,F,In store,2014-03-29T22:23:24.976Z
,,,San Diego,M,Online,2016-12-01T12:58:02.926Z
,,,Denver,F,Phone,2013-04-13T22:11:08.740Z
,,,Austin,F,Phone,2017-04-12T12:53:47.428Z
,,,Denver,F,In store,2013-08-06T01:31:32.936Z
,,,Denver,F,Phone,2016-02-17T14:52:47.098Z
,,,Austin,M,In store,2017-11-25T11:04:45.064Z
,,,Austin,F,In store,2014-10-26T15:00:35.732Z
,,,New York,M,Phone,2016-08-13T02:41:37.228Z
,,,London,M,In store,2013-03-14T06:58:21.974Z
,,,San Diego,F,In store,2014-03-19T04:33:00.267Z
,,,New York,M,In store,2016-08-17T14:53:30.889Z
,,,Austin,F,In store,2014-10-28T03:30:19.594Z
,,,San Diego,M,Online,2017-12-21T22:18:16.691Z
,,,Denver,F,In store,2013-09-20T13:34:59.422Z
,,,Seattle,M,Online,2014-01-15T02:53:01.978Z
,,,Denver,M,Online,2017-12-25T09:36:48.861Z
,,,Denver,M,In store,2016-12-23T20:48:31.097Z
,,,Seattle,F,In store,2017-08-12T02:47:54.595Z
,,,Seattle,F,In store,2013-02-14T17:17:23.272Z
,,,San Diego,M,Online,2017-04-10T05:18:06.571Z
,,,San Diego,F,In store,2015-03-25T15:48:12.634Z
,,,Austin,M,In store,2015-01-13T14:27:44.443Z
,,,Denver,F,Phone,2015-08-23T12:25:32.746Z
,,,San Diego,F,Phone,2015-05-20T04:47:51.230Z
,,,Seattle,M,In store,2017-05-21T07:07:51.554Z
,,,Austin,F,In store,2013-12-12T11:10:45.596Z
,,,London,M,In store,2017-10-19T05:22:19.700Z
,,,New York,M,In store,2015-01-11T19:59:50.355Z
,,,New York,M,Online,2017-09-04T03:02:03.056Z
,,,London,F,In store,2014-04-13T10:09:10.767Z
,,,Austin,M,Online,2016-11-11T16:19:47.029Z
,,,Denver,F,Online,2017-12-10T15:33:27.238Z
,,,Seattle,F,Online,2017-03-30T15:17:03.275Z
,,,Denver,F,Online,2015-07-11T04:23:42.373Z
,,,New York,M,In store,2015-04-18T00:25:15.591Z
,,,Austin,M,In store,2014-07-04T20:16:08.845Z
,,,Seattle,F,Phone,2016-04-20T10:16:57.146Z
,,,Austin,F,In store,2013-07-16T20:56:08.189Z
,,,Austin,M,In store,2017-11-05T09:48:06.409Z
,,,Seattle,M,In store,2016-11-10T14:00:50.468Z
,,,Denver,M,In store,2014-05-23T13:38:34.349Z
,,,Denver,F,Phone,2013-09-08T18:10:47.604Z
,,,Denver,M,Online,2016-02-15T06:02:03.455Z
,,,Denver,F,In store,2016-09-14T11:16:24.819Z
,,,New York,F,In store,2013-04-05T04:22:29.278Z
,,,London,F,In store,2013-06-10T01:15:05.691Z
,,,Austin,F,Online,2014-08-08T11:14:47.942Z
,,,Austin,F,Online,2015-05-26T06:17:37.573Z
,,,Denver,F,Online,2013-09-25T16:51:10.519Z
,,,Austin,M,In store,2013-08-27T08:55:27.486Z
,,,Denver,M,In store,2013-06-04T23:16:08.443Z
,,,Seattle,F,Online,2014-03-31T07:16:11.010Z
,,,San Diego,F,In store,2013-09-29T22:45:12.186Z
,,,Seattle,F,Online,2015-05-24T17:05:53.175Z
,,,Austin,M,Phone,2015-08-28T11:49:45.507Z
,,,Denver,M,In store,2015-06-25T21:53:58.224Z
,,,Denver,F,Online,2014-02-21T23:30:59.240Z
,,,Denver,F,Online,2013-03-24T12:51:26.138Z
,,,Seattle,M,Phone,2015-04-30T14:16:50.858Z
,,,Denver,M,In store,2017-02-14T18:53:33.292Z
,,,Austin,M,Online,2013-10-28T10:43:04.711Z
,,,London,F,In store,2017-07-18T16:42:58.780Z
,,,Seattle,M,In store,2013-12-29T23:10:26.592Z
,,,Denver,F,Online,2015-07-15T17:13:44.050Z
,,,Seattle,F,Online,2013-05-08T04:19:03.652Z
,,,Denver,F,In store,2014-08-07T11:38:20.206Z
,,,Seattle,M,Online,2015-11-24T12:39:58.457Z
,,,Seattle,M,Online,2013-08-30T04:06:51.262Z
,,,Denver,M,In store,2014-01-14T21:39:54.189Z
,,,Denver,F,In store,2017-12-24T04:24:44.359Z
,,,Denver,F,In store,2015-04-29T14:57:07.913Z
,,,San Diego,M,In store,2016-01-19T20:30:14.624Z
,,,London,M,Online,2014-09-05T02:32:25.659Z
,,,Denver,M,In store,2013-12-16T16:32:09.880Z
,,,Denver,F,Online,2015-04-01T19:49:09.313Z
,,,Austin,F,In store,2016-11-23T15:57:42.190Z
,,,Austin,F,In store,2013-01-12T04:11:09.029Z
,,,New York,M,Phone,2016-08-15T01:58:35.687Z
,,,Denver,F,In store,2017-09-01T06:10:36.471Z
,,,Denver,F,Online,2014-08-18T05:02:09.534Z
,,,San Diego,M,In store,2013-10-23T20:15:19.406Z
,,,Seattle,M,In store,2016-02-06T22:59:19.613Z
,,,Seattle,M,Online,2015-11-24T06:17:51.133Z
,,,Denver,F,Online,2017-02-08T11:54:20.046Z
,,,New York,M,In store,2014-06-23T01:03:28.119Z
,,,Seattle,M,In store,2015-11-20T13:26:36.054Z
,,,San Diego,M,In store,2013-10-28T18:39:44.910Z
,,,New York,M,Online,2017-01-12T17:51:45.694Z
,,,London,M,Online,2014-10-20T01:30:54.126Z
,,,Denver,F,Online,2014-05-05T23:32:48.883Z
,,,Seattle,M,Online,2015-10-16T15:11:34.478Z
,,,Seattle,F,In store,2014-04-09T09:16:39.956Z
,,,London,F,Online,2015-11-27T04:11:15.010Z
,,,San Diego,M,In store,2015-10-22T21:36:44.569Z
,,,London,F,Online,2016-08-07T01:07:58.072Z
,,,Seattle,F,In store,2016-02-25T04:56:19.924Z
,,,Denver,F,In store,2017-06-11T12:16:01.917Z
,,,Seattle,M,In store,2013-05-20T12:54:04.728Z
,,,Denver,M,In store,2017-10-12T01:00:48.136Z
,,,Austin,F,Online,2016-05-05T05:06:54.359Z
,,,Austin,M,In store,2014-12-21T13:55:18.844Z
,,,Denver,F,Online,2017-03-13T16:37:12.464Z
,,,Denver,F,Online,2015-11-10T01:41:26.238Z
,,,Seattle,M,In store,2017-10-16T10:39:00.713Z
,,,Denver,M,In store,2017-01-13T08:15:21.349Z
,,,Seattle,F,Online,2016-06-20T00:12:44.272Z
,,,Denver,M,In store,2016-02-08T14:18:07.033Z
,,,London,M,In store,2017-07-11T22:22:56.876Z
,,,Seattle,F,In store,2013-02-02T17:19:07.075Z
,,,Austin,M,Online,2015-03-01T05:16:25.276Z
,,,Seattle,F,In store,2015-05-26T20:53:15.249Z
,,,Austin,F,In store,2014-05-29T14:19:14.166Z
,,,New York,F,Online,2016-03-25T06:59:43.788Z
,,,Austin,M,In store,2017-11-14T20:25:48.261Z
,,,Seattle,F,In store,2015-06-12T17:27:14.667Z
,,,Denver,M,In store,2015-04-11T16:06:04.374Z
,,,Denver,F,Online,2013-07-31T00:46:42.858Z
,,,London,M,Online,2013-01-24T23:32:57.813Z
,,,New York,F,In store,2013-04-30T00:49:13.696Z
,,,Austin,M,In store,2015-10-23T02:28:10.215Z
,,,New York,M,Phone,2017-04-06T11:19:57.583Z
,,,Denver,F,In store,2015-03-21T22:30:14.680Z
,,,Austin,F,Online,2014-08-18T06:57:24.934Z
,,,San Diego,M,In store,2013-02-09T21:11:14.617Z
,,,Seattle,M,In store,2017-12-15T14:55:54.356Z
,,,New York,M,Online,2017-01-04T21:31:48.959Z
,,,Denver,M,In store,2015-01-01T09:10:30.502Z
,,,Denver,M,In store,2016-11-10T03:47:16.546Z
,,,Seattle,M,In store,2016-07-04T11:01:33.982Z
,,,London,F,In store,2014-07-12T19:34:03.012Z
,,,Denver,F,Online,2013-08-12T18:55:59.350Z
,,,Denver,M,In store,2017-11-22T18:42:50.814Z
,,,Denver,F,Online,2016-05-24T18:31:11.879Z
,,,Denver,F,In store,2017-10-26T00:44:10.888Z
,,,London,F,Online,2017-02-15T03:14:15.071Z
,,,London,M,In store,2014-11-12T07:17:52.880Z
,,,Austin,M,Phone,2015-02-07T09:47:56.587Z
,,,Denver,F,Online,2014-09-30T06:14:42.599Z
,,,Seattle,M,Phone,2015-05-21T00:50:53.453Z
,,,Denver,M,Online,2015-06-14T18:57:05.403Z
,,,Denver,M,Online,2014-01-23T14:19:22.766Z
,,,London,F,In store,2014-09-26T23:04:32.176Z
,,,Seattle,F,Online,2013-07-23T05:26:44.401Z
,,,New York,M,In store,2016-03-18T16:42:59.483Z
,,,Denver,F,Online,2014-07-07T04:56:48.454Z
,,,Denver,M,In store,2017-09-03T01:59:40.857Z
,,,London,F,In store,2013-02-04T04:33:22.254Z
,,,New York,F,In store,2016-06-14T03:13:56.772Z
,,,Seattle,M,In store,2014-05-03T19:00:12.141Z
,,,Denver,F,In store,2015-06-29T21:42:08.192Z
,,,Denver,F,In store,2015-12-17T02:08:49.169Z
,,,New York,F,In store,2017-03-07T02:37:58.645Z
,,,Denver,F,In store,2013-05-30T13:54:25.520Z
,,,London,F,In store,2013-03-31T20:50:51.549Z
,,,London,M,Phone,2016-11-04T16:50:54.246Z
,,,Austin,F,Phone,2013-11-15T01:02:36.703Z
,,,London,F,Online,2015-10-14T19:15:10.106Z
,,,Seattle,M,In store,2016-06-30T17:16:44.815Z
,,,Seattle,M,In store,2016-01-26T20:19:31.493Z
,,,London,F,Phone,2013-07-27T05:27:19.127Z
,,,Seattle,F,In store,2016-11-05T12:48:36.525Z
,,,Denver,F,Online,2017-08-30T04:18:22.083Z
,,,Austin,F,In store,2013-10-18T19:54:05.640Z
,,,Denver,M,Phone,2016-01-04T00:55:30.436Z
,,,Denver,F,In store,2014-07-25T13:58:58.910Z
,,,Seattle,M,Phone,2017-07-22T13:43:30.742Z
,,,Austin,F,Online,2013-06-28T01:24:11.787Z
,,,Seattle,M,In store,2015-06-26T13:27:19.294Z
,,,Denver,F,In store,2013-09-21T06:36:06.588Z
,,,London,M,In store,2017-11-16T22:23:19.616Z
,,,Seattle,F,In store,2014-05-06T21:24:41.986Z
,,,Denver,F,Online,2017-01-08T19:02:35.708Z
,,,New York,M,In store,2017-10-04T05:10:38.125Z
,,,Denver,M,Online,2013-12-06T13:12:13.373Z
,,,New York,M,In store,2016-06-26T02:22:15.385Z
,,,Denver,M,Phone,2014-02-25T23:01:26.196Z
,,,New York,M,In store,2015-10-22T13:42:23.918Z
,,,Denver,F,In store,2014-06-30T19:49:36.022Z
,,,Seattle,M,Online,2015-07-20T05:14:52.719Z
,,,Seattle,M,In store,2016-08-05T00:03:56.323Z
,,,Austin,F,In store,2017-06-06T21:22:06.098Z
,,,London,M,Online,2013-03-28T20:02:01.322Z
,,,London,M,In store,2013-11-14T00:18:11.695Z
,,,Seattle,M,Phone,2013-12-27T04:16:01.418Z
,,,Denver,M,In store,2015-10-09T16:58:09.570Z
,,,San Diego,F,In store,2014-05-18T05:36:47.854Z
,,,Seattle,F,Phone,2013-06-27T09:43:45.203Z
,,,Denver,M,In store,2015-06-13T02:32:03.048Z
,,,Denver,M,Online,2013-09-25T05:56:53.972Z
,,,Austin,F,Phone,2014-04-04T06:08:04.347Z
,,,Austin,M,In store,2015-09-09T17:57:53.307Z
,,,New York,M,Phone,2013-05-15T15:31:16.972Z
,,,London,F,Phone,2017-10-09T17:42:02.392Z
,,,London,F,Online,2013-03-06T19:53:29.888Z
,,,Austin,F,In store,2016-10-17T03:00:45.501Z
,,,Denver,M,Online,2014-03-28T18:04:24.478Z
,,,Seattle,F,Online,2017-10-12T11:28:02.009Z
,,,Seattle,M,Online,2016-06-12T19:53:44.195Z
,,,San Diego,F,In store,2013-03-04T19:32:49.156Z
,,,Seattle,F,Online,2017-04-27T03:47:37.772Z
,,,Seattle,F,In store,2015-08-05T20:55:30.488Z
